"filename","np_elaboration","verb_vac_frequency","determiners","vac_frequency","possessives"
"0.txt",0.319885683782838,0.482385750377092,0.709508033534133,0.375102239277217,0.285414774942577
"10.txt",0.435204081779848,0.219789472543886,0.689253301306565,0.398965491759775,0.195838312996392
"100.txt",0.301905752729391,0.626047661152028,0.326008436678936,0.554009029327777,0.311890546853479
"101.txt",0.635792144855456,0.635184748086795,0.43378541348779,0.517390132800699,0.453572683421519
"102.txt",0.5976870279452,0.577609636252122,0.314845596780065,0.590922289277801,0.276761567232168
"103.txt",0.344224670300054,0.449570862581145,0.596640446007258,0.354391965892842,0.0707857175314284
"104.txt",0.563342518666949,0.439106055828027,0.521544848920771,0.453372574922667,0.403657386232657
"105.txt",0.515109153025207,0.366650314583192,0.467681528643769,0.575708883620158,0.523005938320845
"106.txt",0.702892942490426,0.491461063529179,0.709515830237772,0.556855632651448,0.102942196760035
"107.txt",0.658975357741962,0.329353000391925,0.469216407827902,0.654409911814355,0.198925927526305
"108.txt",0.58804830023775,0.549633184915986,0.591922331278408,0.76806899167721,0.163787599200679
"109.txt",0.431193739529787,0.574282416123837,0.397543708551061,0.413133052063537,0.047417821435163
"11.txt",0.447951830819552,0.213153304871844,0.560948301360161,0.519372316209896,0.320052388277599
"110.txt",0.369994490897568,0.405351766222159,0.572658126888017,0.533798103402193,0.0957553714167884
"111.txt",0.410010569522677,0.591108496816294,0.458553136943746,0.435190512055029,0.237670500386166
"112.txt",0.504195082389946,0.492498125707456,0.495500290551647,0.568599498295876,0.222721484771218
"113.txt",0,0,0,0,0
"114.txt",0.465163943882173,0.646516462048919,0.626716797033007,0.629898109129421,0.114252919201216
"115.txt",0.556813551658129,0.646910274438068,0.274180604618736,0.591877823476575,0.0954237695319685
"116.txt",0.497522083344642,0.469786742769435,0.426115698777304,0.509018156375779,0.161817428405362
"117.txt",0.473051280180163,0.511789353094084,0.338060296644428,0.607781533466725,0.308921866251154
"118.txt",0.64839789158632,0.386781406695793,0.567094721408348,0.665558728863016,0.0407133368277211
"119.txt",0.79221275875835,0.0871325179293799,0.378908409017053,0.166699234421568,0
"12.txt",0.366346054304578,0.577218333699593,0.792030440293247,0.674244585652349,0.189098443123643
"120.txt",0.539989731742723,0.520796151551853,0.296098333824622,0.598273369382597,0.604976927458523
"121.txt",0.428681550663089,0.328049884885165,0.656001284217157,0.467483792306319,0.160359407078352
"122.txt",0.816572663383904,0.0800271086866782,0.431140428106123,0.618877900285976,0.338273475205856
"123.txt",0.4878467266114,0.463917617232417,0.542751066522451,0.570909312745275,0.545570274635068
"124.txt",0.732660989943512,0.35374532865621,0.413401254692582,0.872251162669879,0.105950252520906
"125.txt",0.637327988842552,0.320867409926902,0.356653230400236,0.551217715856033,0.313093268159208
"127.txt",0.302790539288787,0.193110757400216,0.936816172512445,0.326996019611294,0.184404725326998
"128.txt",0.437598747466053,0.343193028163468,0.55840995643275,0.507324954544641,0.244226098196096
"129.txt",0.327611505518582,0.347528635964042,0.561126794567545,0.507628822157675,0.246518655430356
"13.txt",0.321039538274287,0.668529203473824,0.202867393236849,0.687913813333725,0.555625665711081
"130.txt",0.654313386969428,0.530357390049314,0.69529669537087,0.736147487958723,0.294242970089579
"131.txt",0.777468070099717,0.837936772169494,0.0461161764100173,0.657308853173632,0.798983261754115
"132.txt",0.424766968299096,0.377667287067941,0.333238835923826,0.754345669791762,0.474394523785775
"133.txt",0.796517007171297,0.308011773320378,0.450227167527567,0.49755472559432,0.306182167309673
"134.txt",0.63844550682578,0.598414320228625,0.558068522263481,0.738528844627153,0.248948189008942
"135.txt",0.537101579777507,0.360865704986379,0.371650871960536,0.533723455538943,0.0940724046011818
"136.txt",0,0,0,0,0
"137.txt",0.549149112002736,0.396868505250367,0.47725581198559,0.695077315590663,0.182281784213078
"138.txt",0.649293997092394,0.435214017630534,0.536416258356166,0.647903506817298,0.275497510124311
"139.txt",0.419009023445012,0.440463925829187,0.433104813841054,0.592249256291079,0.654300707022848
"14.txt",0.323678614319045,0.492219208938824,0.0919777091517337,0.800808843453941,0.10577819180163
"140.txt",0.588989069365578,0.315862079848448,0.404528376019559,0.702898871852549,0.124456210297528
"141.txt",0.753983973710593,0.500389113353677,0.248578570165183,0.486110747045911,0.424615147222844
"142.txt",0.38788065810076,0.750595954414858,0.419197719199166,0.518270272795558,0.522759494107622
"143.txt",0.76511332413028,0.482654551158236,0.573723446115413,0.660988078785878,0.109390443380331
"144.txt",0.530381900375288,0.414649257270416,0.497034522779902,0.612874591975426,0.0677102704626018
"145.txt",0.547877667484582,0.470482290719282,0.391542184464758,0.619109016128983,0.246086946032188
"146.txt",0.498025534015632,0.626116811345508,0.524508189899018,0.499337644330243,0
"147.txt",0.296886634074262,0.434695008697968,0.582294611988563,0.633212408318686,0.129718877054046
"148.txt",0.517519326560933,0.653049811974019,0.524274629726895,0.913398674289764,0.328941077685568
"149.txt",0.340016810802896,0.490822481102274,0.482585283785037,0.695772924157078,0.125554558557226
"15.txt",0.624919917047755,0.44701475799256,0.619601733800059,0.483419292108696,0.0568740419714135
"150.txt",0.502627107811962,0.467712733415357,0.422347520468137,0.584907596509612,0.330769067504229
"151.txt",0.439285292548351,0.60282152913243,0.723244836374848,0.587102540086897,0.168289995211845
"152.txt",0,0,0,0,0
"153.txt",0.41379960737903,0.714218473653335,0.921609721289519,0.699379139302781,0
"154.txt",0.376582920193614,0.499691001403836,0.460891011262059,0.475095689727695,0.179093091863712
"155.txt",0.240999535798413,0.497236497606521,0.156576193263715,0.711312808759744,0.532349258232984
"156.txt",0.51757190279435,0.479374865142985,0.290901677232821,0.647005082427327,0.319473010237938
"157.txt",0.616920089222478,0.520459142419262,0.522541454322267,0.546866902878648,0.376130883598645
"158.txt",0.594537599614102,0.588028723804981,0.744954523183532,0.633820348131848,0.231416174307077
"159.txt",0.843346950060067,0.593016269537105,0.63397753324883,0.781373619569235,0.0382412990854928
"16.txt",0.39072132779006,0.462790142552279,0.406964043492468,0.341945228752844,0.22808802455796
"160.txt",0.510610692218233,0.341668798252228,0.53316859104319,0.647972886680365,0.258406875052928
"161.txt",0.470625320296347,0.577533642072742,0.664439522735429,0.45761670960996,0.335810008968701
"162.txt",0.462556439663629,0.455946261688441,0.409253049082909,0.707105424503396,0.224155688110846
"163.txt",0.427536997582591,0.63014926595689,0.349894360120715,0.583745828165342,0.201545959648291
"164.txt",0.683282292605591,0.336617174788488,0.386516522026086,0.507099391974139,0.285783122961532
"165.txt",0.265664680430926,0.532267443412608,0.412067415681222,0.56822348560728,0.313312159863714
"166.txt",0.40351877334287,0.467858700295328,0.568872389384958,0.226911274221712,0.26853734781781
"167.txt",0.487593840711661,0.420765707524512,0.532394248630116,0.649845713418925,0.114544786213409
"168.txt",0.620688471756991,0.341609904571958,0.558982496206002,0.290109593952475,0.046634744427049
"169.txt",0,0,0,0,0
"17.txt",0.482328498955052,0.394078738592381,0.495446121707611,0.548490349135383,0.421387351484836
"170.txt",0.533369583272335,0.508821121209005,0.684405757043384,0.931424838173452,0
"171.txt",0.660060766294132,0.315250040246265,0.508897552982706,0.830913414827927,0.0748801790610661
"172.txt",0.690024796932009,0.0798466860210458,0.556282569986376,1,0.360621163462837
"173.txt",0.266962272754144,0.513622481496051,0.321216016689337,0.703513712873546,0.122278365459197
"174.txt",0.486544246337177,0.505317374468899,0.818885514819735,0.778839712759142,0.19554499448059
"175.txt",0.632443568602817,0.558927993046823,0.405101943882352,0.713344289784883,0.113754658807351
"176.txt",0.65330767040289,0.456296637232122,0.30644986487628,0.415551830724519,0.163490139312248
"177.txt",0.503950228184221,0.283021174140637,0.676921168724744,0.429317692536837,0
"178.txt",0.789901490837191,0.341467319192387,0.480954062338251,0.434778602730732,0.0407327745236153
"179.txt",0.574735525996227,0.491028784914073,0.514827283033222,0.560618056953426,0.224571201501007
"18.txt",0.373536878394101,0.405327564063063,0.772276422889877,0.401348673320251,0.288196920277813
"180.txt",0.625892566471005,0.497940000888511,0.527664349062556,0.74934447786543,0.684086269290913
"181.txt",0.530969027112314,0.454050164059094,0.41318036915738,0.505823115002441,0.337319912013247
"182.txt",0.54055489124937,0.303912677301786,0.405617700054504,0.729564158427982,0.268487849563823
"183.txt",0.438465581581847,0.41753221477967,0.459067212213598,0.696500747155698,0.240645858390163
"184.txt",0.399082982880394,0.329947582507555,0.94657271696849,0.628572728474342,0.0640094765005948
"185.txt",0.269666965326128,0.570688375121767,0.289677807258686,0.786960106724357,0.662306744608298
"186.txt",0.373622528653052,0.522784174531193,0.686714680265591,0.699719285008378,0.101116460140878
"187.txt",0.351870144124142,0.488821655398448,0.442441584556894,0.560230392469416,0.4186455195607
"188.txt",0.613163489781741,0.419103235596413,0.699623460627844,0.600513952050774,0.454998535700082
"19.txt",0,0,0,0,0
"190.txt",0.637058551609241,0.327979980939803,0.486615897956498,0.583568933618508,0.128365473555596
"191.txt",0,0,0,0,0
"192.txt",0.513340615620224,0.359569764988865,0.427634918845563,0.575351256345684,0.273653573077167
"193.txt",0.348656167178589,0.550025710183443,0.236047978887507,0.387999485358058,0.318388856326235
"194.txt",0.505302089011705,0.660483592180988,0.380363428334663,0.351180033632753,0.406736682985041
"195.txt",0.395503133730904,0.405132997750964,0.387268858059372,0.481901306182867,0.191985600626286
"196.txt",0.414619172414144,0.456296094156182,0.245997098860193,0.536240525358956,0.368795861130483
"197.txt",0.308786948820244,0.481540320171397,0.230319114853852,0.441365334717237,0.353978440654485
"198.txt",0.524558271953705,0.608313210334088,0.376804185221234,0.634598527452792,0.385859730385311
"199.txt",0.518754894482665,0.357817029979205,0.610934449183608,0.689076351303874,0.276929921235798
"20.txt",0.435201212047947,0.437264557263503,0.644194387913217,0.345528310453185,0.0640258008592711
"200.txt",0.397715090953989,0.418158639888706,0.335663371316767,0.589449783733561,0.257127760668412
"201.txt",0.510374598598319,0.412995699495238,0.596832415859609,0.680894273186572,0.152691074209201
"202.txt",0.379670449484283,0.514268612441246,0.139658937772778,0.513798793383882,0.312375024126796
"204.txt",0.330339281962666,0.432790809475677,0.240402351608398,0.448325609047982,0.432064812237572
"205.txt",0.22903013142625,0.278753211990522,0.462205775508885,0.518812001620496,0.0988653919290882
"206.txt",0.419080042991498,0.43311520970203,0.617522459664651,0.620536802072108,0.153366006406954
"207.txt",0.326357382792181,0.369791295095677,0.573992272445154,0.556372907412731,0.05308331331226
"208.txt",0.269930995167498,0.625480327586773,0.258899363228736,0.648302479011983,0.60154747136752
"209.txt",0,0,0,0,0
"21.txt",0.809210384449661,0.292802603672962,0.359478198162419,0.273154445583367,0
"210.txt",0.585752986704067,0.51949972911162,0.270212715586282,0.575999812703818,0.514760207464453
"211.txt",0.417338451372884,0.448385942885619,0.391556448974256,0.491480622433029,0.432161790771173
"212.txt",0.383417290078744,0.569176872012608,0.398299867899277,0.518225468469629,0.156811999724989
"215.txt",0.512295085750232,0.540297272984008,0.395434007094284,0.678274294720648,0.414271997856346
"216.txt",0.664654707091656,0.637213294394472,0.483065327547155,0.683868576753894,0.353973909613425
"217.txt",0.317716325840512,0.515937097538209,0.396261725987588,0.814221376815432,0.562733349683321
"219.txt",0.631621440672387,0.553494736985615,0.511918024037609,0.792772544257408,0.352358457554605
"22.txt",0.199544286612971,0.578635331669056,0,0.584316092544368,0.856839405282478
"220.txt",0.434490480460609,0.698104056326379,0.399783658037864,0.0798401136315893,0.625477742940504
"221.txt",0.482565250591039,0.555538080521657,0.535061218125973,0.627841275850049,0.249605084192035
"222.txt",0.365582379474147,0.593243891365103,0.510366184286396,0.629971905588609,0.351767352557504
"223.txt",0.396523556299089,0.318209041470525,0.433004473233865,0.681010399220412,0.322764642813002
"225.txt",0.360001165999223,0.381371702916592,0.385550581278581,0.579520613574833,0.266908937983584
"226.txt",0.391979200875843,0.519732058756661,0.397045138687615,0.630708983902798,0.338295890627081
"227.txt",0.458591896565668,0.503689843476725,0.36311494162431,0.461385648248128,0.235756681464942
"228.txt",0.456874637163167,0.588571851458684,0.454017754858061,0.390016858111283,0.378491502056807
"229.txt",0.797528520385628,0.882094957058931,0.697479917216984,0.554267507242699,0.165949804972634
"23.txt",0.633648217440673,0.409356813207031,0.701911561923446,0.534434408669835,0.075394675657056
"230.txt",0.328538566181286,0.558769536935734,0.257981178340996,0.613975288064901,0.504178869115746
"231.txt",0.465078347171876,0.437998142283754,0.42046196760868,0.614735609844397,0.307025136267965
"232.txt",0.370721529194498,0.471253930737924,0.428898882221777,0.31582089470611,0.310608696010151
"233.txt",0.618861766018909,0.503835006617012,0.574488660145368,0.434934385395257,0.536308878914609
"234.txt",0.462525717210424,0.479380444611208,0.244835854433326,0.567836479191804,0.280215944696451
"235.txt",0.386101457649497,0.627082023059995,0.353867508651736,0.676487452698231,0.176133943675372
"236.txt",0.394697443111885,0.424677331020309,0.47775002128505,0.623121621468744,0
"237.txt",0.704198256752209,0.522572624976615,0.709333041098221,0.232486022740143,0
"238.txt",0.343664353449329,0.640658881111039,0.42255608659178,0.507838919312913,0.197326960955557
"239.txt",0.591590847541151,0.509452441282308,0.400348272452309,0.611527467682838,0.0422213172707112
"24.txt",0,0,0,0,0
"240.txt",0.299473734244266,0.538883200866876,0.320634383544124,0.703496206510286,0.177823757617136
"241.txt",0.323385355279803,0.396831860431066,1,0.5076035105141,0
"242.txt",0.474844974581112,0.622824785502577,0.292206002890902,0.755164711298248,0.293046944733345
"243.txt",0.482346427217402,0.362121107876832,0.748080960665993,0.545766130779657,0
"244.txt",0.43191920991529,0.381427626495006,0.431492285544085,0.610206901779584,0.603573136013223
"245.txt",0.294344033149195,0.529052986140896,0.217282415735446,0.585061209325933,0.406868689266005
"246.txt",0.383353358981488,0.52050864952182,0.383829109229288,0.587672930538821,0.2359371004979
"247.txt",0.529116846147432,0.592970805237926,0.271645288572986,0.61065590298339,0.33904788446997
"248.txt",0.433923712313914,0.594990992024197,0.752400177869308,0.804714671403227,0.19842827961253
"249.txt",0.347650449002396,0.513904770379789,0.447948150006276,0.65322150097341,0.389421907488022
"25.txt",0.531387387362871,0.338511362148859,0.632870463883815,0.737968195810902,0.118785146520645
"250.txt",0.0302835161629408,0.827201356026395,0.141917058369342,0.458946211525017,0.102127181798276
"251.txt",0.559624240652514,0.371937865633778,0.373098600373612,0.604262173845771,0.286339451333483
"252.txt",0.52459010867422,0.587754219774139,0.25002804867026,0.878325020340306,0.145411056926163
"253.txt",0.634517478091665,0.354730557882886,0.41900593354066,0.401467335226038,0.209022358152979
"254.txt",0.624502375846953,0.293173760641886,0.486453489269547,0.515294781480758,0.180202050335743
"255.txt",0.417303514512977,0.406087983931611,0.593602465065204,0.646308195125659,0.290907781705484
"256.txt",0,0,0,0,0
"257.txt",0.706585769885342,0.490809642040972,0.612959031372021,0.429489850329396,0.0714817346343268
"258.txt",0.433910228330967,0.648092036000149,0.580553044242178,0.574814364688759,0.220675466332268
"259.txt",0.715184262504039,0.349632606161802,0.456393457567146,0.611429817620436,0.363743803371335
"26.txt",0.401776053988449,0.603906367745965,0.0480758519266949,0.812341917717685,0.605396085526308
"260.txt",0.6461536622141,0.377121649946838,0.46602393586998,0.60315846697281,0.159512905290467
"261.txt",0.76863007353622,0.384289770946805,0.580800770369762,0.472981327848264,0.0770737469175226
"262.txt",0.44277930955635,0.536209558419534,0.436537783995336,0.480553411778213,0.290493059481806
"263.txt",0.462909437422326,0.606968813486192,0.554218179400461,0.510793585406075,0.0825712157732301
"264.txt",0.551984738472932,0.693580340344145,0.355512835289253,0.522959489109959,0.532314822564649
"265.txt",0.464989669868041,0.590477239930777,0.577127402432955,0.546757557450972,0.266182041234843
"267.txt",0.660587174470054,0.471795302633604,0.75164765876853,0.620339674539557,0.266470354859455
"268.txt",0.626389974164217,0.331139432349415,0.531894207940496,0.628368878784044,0.135085109098517
"269.txt",0.905904736336691,0.618597622552134,0.37426623637047,0.62730734461248,0.281096786620752
"27.txt",0.260161697677869,0.704335057160793,0.463073490154651,0.75904464656645,0.120387482462227
"270.txt",0.451929262505426,0.365343404874231,0.469054396637298,0.602949707787153,0.237669456882213
"271.txt",0.406063598218222,0.450881928730102,0.36039791299224,0.566533615690152,0.250155628570401
"272.txt",0.378900752282991,0.28633856719305,0.407335175938354,0.138346734929583,0.996790687738052
"273.txt",0.405021262292775,0.553369297575496,0.281750515121976,0.5990284863043,0.488221655716192
"274.txt",0.60809307779584,0.476611811013053,0.386086931977975,0.685488987780024,0.316148356099195
"275.txt",0,0,0,0,0
"276.txt",0.614012583235181,0.415261301778566,0.54605130683163,0.605684067849246,0.163618874476416
"277.txt",0.753522742557583,0.377763717203627,0.481576428235904,0.725083365339608,0.17754455736661
"278.txt",0.348679836309035,0.545961902560674,0.389942468531442,0.547780410291404,0.385458215551505
"279.txt",0.413502077177407,0.401096108493271,0.464195501296686,0.468024490265456,0.200217357379131
"28.txt",0.658124690266797,0.430861401284278,0.537450017280681,0.66882626335221,0.365316636699926
"280.txt",0.268625249044329,0.519994000467866,0.466852021074792,0.841187894067448,0
"281.txt",0.341358240112299,0.561705731231112,0.625420776979987,0.882817294299432,0.0378248821474199
"282.txt",0.575941704544918,0.59630443532615,0.752444335293687,0.735611612896856,0.113020931643817
"283.txt",0.331776813632863,0.123101117856072,0.443237118351366,0.395847110207162,0.397109801009445
"284.txt",0.604057530656315,0.433071558904697,0.555460130886676,0.718425967898435,0.0994758751157264
"285.txt",0.899669225038598,0.397332609741152,0.524334673432369,0.617746055028405,0.309237929671781
"286.txt",0.45386384241607,0.440752620045704,0.620914908860768,0.615578716490179,0.50928166279583
"287.txt",0.319276991658947,0.626850379850024,0.431577251890595,0.682053746799744,0.519989265423499
"288.txt",0.579566335862582,0.473733567638152,0.32384767221636,0.551298016080475,0.244636551568208
"289.txt",0.763950036163572,0.807275606845738,0.69943277674695,0.712101668462944,0.0680847878655171
"29.txt",0.684634583973147,0.292669893249274,0.498002934049094,0.644312888547865,0.180760939250269
"290.txt",0.292796999808073,0.46709831326063,0.38933892039684,0.486366562503521,0.323162389376001
"292.txt",0.402353282109663,0.531931949689878,0.428590667019967,0.417591554281735,0.260595748052515
"293.txt",0.600821673009673,0.488161063743551,0.387300174450363,0.558814397993366,0.258763491472316
"30.txt",0.49773044877108,0.466356106907856,0.553805551013476,0.475991206751456,0.23978687627235
"31.txt",0.52325976610597,0.33782956522634,0.858135041283879,0.748829791108295,0.119540442736259
"32.txt",0.429895809577942,0.410976282394463,0.471731106410014,0.699565879833456,0.464804255644444
"33.txt",0.486174988234728,0.47119570766264,0.328140651793753,0.567891237853911,0.429280853362779
"34.txt",0.737982482971374,0.478068818743758,0.503190522868401,0.651764382331655,0.187614833719223
"35.txt",0.636822940797493,0.559019666716521,0.20150270697724,0.457130082980462,0.216918308324168
"36.txt",0.247977560423594,0.367210961787407,0.288992186455736,0.674365095194744,0.628038193752085
"37.txt",0.476431863281982,0.524377735284706,0.361038683056825,0.5551446471744,0.359974053569617
"38.txt",0.329464278924439,0.399568361455412,0.314842845023177,0.743487794826982,0.215438826500758
"39.txt",0.330248794333968,0.720462567914481,0.291950975753977,0.73404736771351,0.230401393423807
"40.txt",0.533185282340487,0.600297336222861,0.244277154217329,0.609375660283531,0.346250609607078
"41.txt",0.475605958151005,0.121378027285322,0.261972544201677,0.804851657439932,0.615403154429011
"42.txt",0.684682436463817,0.379738169239397,0.557888666095629,0.808991025164198,0.144342892998846
"43.txt",0,0,0,0,0
"44.txt",0.651657798597908,0.510043950639533,0.647571808351893,0.596159741850928,0.0322595779561218
"45.txt",0.488765774624893,0.476633563043089,0.4297709488483,0.590312715743882,0.072636716256779
"46.txt",0.25472091238241,0.461090308157075,0.505724829602247,0.568382197614218,0.121593498378846
"47.txt",0.51889807858853,0.352885948554,0.426000692032617,0.683976114056131,0.0272607692082928
"48.txt",0.3622571037555,0.483361021916391,0.464224259944557,0.553206865489121,0.382730094006229
"49.txt",0.300356623497544,0.556193807362877,0.278717193045699,0.620013312639107,0.613756486368877
"50.txt",0,0,0,0,0
"51.txt",0.458910661899408,0.427571380002169,0.260131412900865,0.678356426325109,0.322496846007746
"52.txt",0.48772429228701,0.319178654411568,0.36640388316125,0.655990447385967,0.313714824833035
"53.txt",0.47695219510612,0.405955864433747,0.683242224845194,0.551085651515902,0.232011208661744
"55.txt",0.704940173557998,0.419097788462028,0.897499579319566,0.684225648580991,0
"56.txt",0.342375616728792,0.538595744698448,0.48971532986839,0.525140484832225,0.257580452874312
"57.txt",0.586904824894104,0.341621100945165,0.474605361522196,0.653201473241138,0.203195196342238
"58.txt",0.569978074907446,0.575356649027459,0.711457576441565,0.715331885713501,0.106735051281004
"59.txt",0.75420534541816,0.403404444134809,0.528128794803044,0.735982208517199,0.117734158112705
"60.txt",0.371479621259022,0.448464238996998,0.489520186607462,0.474409766917205,0.483326993151555
"61.txt",0.6038383006708,0.204411350399661,0.617931474125986,0.472930368531589,0.378087415545078
"62.txt",0.533380839234707,0.529471493906855,0.36908385329686,0.684916450028946,0.274280154050843
"63.txt",0.444415940670864,0.438402198361948,0.636865823160479,0.528232586855005,0.278127797529011
"64.txt",0.77699606861727,0.293366381945615,0.414797579653705,0.609524975835905,0.153977458693442
"65.txt",0.378027373682891,0.525191745757732,0.379346846193957,0.556556183363459,0.221887789492937
"66.txt",0.350796904587757,0.325722360068817,0.41353918117802,0.618764222317022,0.33054051028819
"67.txt",0.537902321773818,0.461392734562404,0.620680654932699,0.779316720426026,0.414774694789235
"68.txt",0.30572164366723,0.131703719149395,0.261571161623063,0.67785059707298,0.650964096291091
"69.txt",0.356298836546758,0.426098101451052,0.430455095474905,0.460960771044157,0.468710324889049
"7.txt",0.53830707621874,0.599207417564295,0.550704794156122,0.651749944491444,0.392674436369541
"70.txt",0.378355574348027,0.681351482962042,0.640705412216082,0.642878343814922,0.252502724390644
"71.txt",0.606255245594189,0.344368144720887,0.417829659403552,0.815827478183811,0.130729524920692
"72.txt",0.376485517780589,0.678646346471704,0.0697877069641248,0.766260827443878,0.229412592104349
"73.txt",0.388966961538916,0.469661658442278,0.32763403845935,0.451296928891055,0.196495068593203
"74.txt",0.526942449131464,0.558828862522161,0.373317510756674,0.363304739725663,0.320772741319577
"75.txt",0.317010913787689,0.527302323606419,0.580762532689078,0.576728135358615,0.338516990965762
"76.txt",0.233866870713461,0.765304966302345,0.185309265659515,0.979759111754445,0.528224388536437
"77.txt",0.543934755227721,0.624102637874872,0.45680747018395,0.609649472000259,0.126984602304307
"78.txt",0.432962665957418,0.412370613832256,0.908614250534241,0.729663358227768,0.073514335538217
"79.txt",0.632563848521791,0.280091392130369,0.392484964656369,0.576740253010613,0.0703108818915806
"8.txt",0.398380951802033,0.514120398341264,0.56941311414713,0.506243910906011,0.124578312903464
"80.txt",0.464601784675009,0.463649427033117,0.400958383083012,0.602780863080527,0.287942392901257
"81.txt",0.907232530629268,0.29403392350643,0.349456947624957,0.717760071390074,0.0689222248801108
"82.txt",0.567000177063733,0.315967734541609,0.270910954908987,0.57900444351015,0.545511228186399
"83.txt",0.512469812200559,0.380111180434462,0.434846939557085,0.579840781306857,0.0548751875127894
"84.txt",0.461033497369796,0.458387904708663,0.447810846565939,0.758510965030602,0.519222206361979
"85.txt",0.413919872713865,0.602725621269729,0.233430484547422,0.706015552761695,0.409950014192931
"86.txt",0.317303995223714,0.440413576705597,0.487331549378511,0.649158866151407,0.381293936260807
"87.txt",0.367537821621289,0.396277324745609,0.379698268103102,0.491774308140135,0.263549111980482
"88.txt",1,0.355400498704083,0.617806685707934,0.743938030633153,1
"89.txt",0.516538275361354,0.679910337880415,0.260624324824285,0.787351369129369,0.22246299387327
"9.txt",0.691580867997115,0.495093911893512,0.880908641506764,0.919599237274316,0.316067183691689
"91.txt",0.408268003122515,0.490855909572367,0.319073862658363,0.614952444542567,0.607833831014786
"92.txt",0.616224680078691,0.56848557736302,0.448748951904301,0.702843396528454,0.288913746546336
"93.txt",0.0817356525382844,1,0,0.573225547801014,0.408508727195521
"94.txt",0.314836103720206,0.404824576766567,0.60421947251743,0.436506250542326,0.133918494152862
"95.txt",0.455434584436919,0.400270000587495,0.476747384612018,0.528527344075405,0.0838057416917297
"96.txt",0.28637159989682,0.60897871481089,0.225220225422582,0.673325282443319,0.380052082313046
"97.txt",0.585239982796593,0.516429302415709,0.675196057256753,0.467911177104427,0.115664154201015
"98.txt",0.441377922673828,0.410437654944481,0.40787974115028,0.53130028878106,0.305965714405331
"99.txt",0.497029685294073,0.446370066335846,0.499701994118736,0.75648391557457,0.610965017513885
