"filename","MLC","C_S","DC_C","CT_T","CP_C","CN_C"
"230.txt",0.112160566706061,0.0564516129032258,0.171428571428469,0.176470588235,0.142857142857,0.318532818533549
"231.txt",0.105273514364463,0.0602150537635484,0.557142857143423,0.5625,0.142857142857,0.398166023166713
"232.txt",0.108727507180165,0.0842293906809677,0.587234042553835,0.526315789474,0.148936170213,0.284646348476485
"233.txt",0.118167319124242,0.0875576036867742,0.631578947369053,0.857142857143,0.368421052632,0.44594594594679
"234.txt",0.174825174825069,0.0838709677419355,0.369230769230548,0.666666666667,0.538461538462,0.480249480249017
"235.txt",0.092180546726033,0.0762463343109677,0.60000000000024,0.533333333333,0.0769230769231,0.37733887733966
"236.txt",0.104393214441047,0.0875576036867742,0.315789473684526,0.4,0.0526315789474,0.399004267425958
"237.txt",0.12987012987011,0.225806451612903,0.857142857143543,1,0.857142857143,0.382239382240169
"238.txt",0.106257378984711,0.135483870967742,0.628571428572251,0.625,0.190476190476,0.339768339769089
"239.txt",0.117485010533196,0.0783410138248387,0.352941176470941,0.333333333333,0.352941176471,0.393481717011663
"24.txt",0.110192837465565,0.451612903225806,0.60000000000024,1,0.357142857143,0.350386100386636
"240.txt",0.112311930493802,0.0599078341012903,0.369230769230548,0.625,0.307692307692,0.30873180873253
"241.txt",0.103305785123967,0.0645161290322581,0.45000000000018,0.75,0,0.167229729730046
"242.txt",0.137741046831956,0.0552995391706452,0.30000000000012,0.5,0.166666666667,0.557432432433487
"243.txt",0.139781654932507,0.0544354838709677,0.222222222222089,0.3,0.62962962963,0.31381381381454
"244.txt",0.124622851895592,0.169354838709677,0.628571428572251,0.75,0.190476190476,0.297297297298008
"245.txt",0.101928374655647,0.32258064516129,0.960000000000384,1,0.2,0.44594594594679
"246.txt",0.120210368144215,0.0709677419354839,0.60000000000024,0.545454545455,0.272727272727,0.283783783784483
"247.txt",0.0952708907254821,0.258064516129032,0.80000000000072,1,0.125,0.44594594594679
"248.txt",0.0907470426187328,0.137096774193548,0.564705882353026,0.75,0.117647058824,0.288553259141857
"249.txt",0.122655122655096,0.0752688172041936,0.39999999999976,0.2,0.142857142857,0.361003861004629
"25.txt",0.139860139859504,0.0838709677419355,0.0923076923077569,0.0833333333333,0.153846153846,0.617463617466844
"250.txt",0.098714416896281,0.193548387096774,0.65000000000066,0.6,0.208333333333,0.297297297298008
"251.txt",0.118669209578237,0.0762463343109677,0.692307692307877,0.909090909091,0.153846153846,0.394490644491219
"252.txt",0.120342177758402,0.0766129032258065,0.378947368420952,0.6,0.578947368421,0.422475106686597
"253.txt",0.104071013161983,0.0483870967741935,0.39999999999976,0.5,0.111111111111,0.545045045045085
"254.txt",0.126590581136088,0.0615835777125806,0.514285714285406,0.583333333333,0.190476190476,0.509652509654748
"255.txt",0.120627765255923,0.0560271646858065,0.436363636363375,0.5,0.181818181818,0.32432432432506
"256.txt",0.0782619584272727,0.709677419354839,0.490909090909396,0.416666666667,0.0454545454545,0.263513513513972
"257.txt",0.133455769819422,0.0691244239632258,0.506666666666603,0.625,0.2,0.60450450450763
"258.txt",0.0943526170798898,0.129032258064516,0.630000000000252,0.736842105263,0.2,0.312162162162753
"259.txt",0.162993572084022,0.0645161290322581,0.60000000000024,0.555555555556,0.444444444444,0.743243243246136
"26.txt",0.101493402928788,0.0766129032258065,0.505263157895002,0.777777777778,0.157894736842,0.375533428165765
"260.txt",0.155371900826446,0.0474383301706452,0.288000000000115,0.263157894737,0.4,0.67783783783912
"261.txt",0.177975931564738,0.0681003584229032,0.568421052631427,0.473684210526,0.289473684211,0.844950213374977
"262.txt",0.115582704515565,0.0494623655912903,0.260869565217704,0.117647058824,0.130434782609,0.252056404230639
"263.txt",0.0981960366123967,0.1,0.580645161290632,0.636363636364,0.0322580645161,0.402789886661789
"264.txt",0.0958677685950413,0.201612903225806,0.528000000000211,0.833333333333,0.2,0.33891891891956
"265.txt",0.123156700696832,0.0609318996416129,0.423529411765369,0.5,0.352941176471,0.31478537360942
"267.txt",0.160960251869146,0.0664136622390323,0.582857142857033,0.611111111111,0.314285714286,0.624324324325505
"268.txt",0.134297520661157,0.193548387096774,1,1,0.25,0.854729729732833
"269.txt",0.0844811753902204,0.241935483870968,0.80000000000072,1,0.0666666666667,0.416216216216855
"27.txt",0.0705922865013774,0.516129032258065,0.7500000000003,0.833333333333,0,0.306587837838418
"270.txt",0.130853994490358,0.0698924731183871,0.415384615384966,0.5,0.115384615385,0.30873180873253
"271.txt",0.096969696969697,0.0576036866358065,0.432000000000173,0.357142857143,0.08,0.267567567568074
"272.txt",0.129476584022039,0.120967741935484,0.39999999999976,0.4,0.4,0.56486486486742
"273.txt",0.119728756092424,0.119815668202903,0.923076923077569,0.714285714286,0.230769230769,0.531704781706817
"274.txt",0.128734901462121,0.0698924731183871,0.507692307692603,0.5,0.346153846154,0.394490644491219
"275.txt",0.0902969084787879,0.580645161290323,0.733333333333493,1,0.166666666667,0.520270270272741
"276.txt",0.141873278236915,0.0496277915632258,0.420000000000168,0.285714285714,0.2,0.735810810812203
"277.txt",0.147758577511019,0.059139784946129,0.409090909090964,0.444444444444,0.272727272727,0.537162162165206
"278.txt",0.118555686737466,0.0645161290322581,0.471428571428589,0.6,0.25,0.366312741313626
"279.txt",0.129828263290496,0.0689149560116129,0.561702127659825,0.521739130435,0.234042553191,0.360552041403844
"28.txt",0.147842056932507,0.0403225806451613,0.080000000000072,0.0909090909091,0.333333333333,0.356756756757432
"280.txt",0.0913172125293388,0.290322580645161,0.177777777777671,0.333333333333,0.111111111111,0.297297297298008
"281.txt",0.113253749617355,0.0414746543777419,0.133333333333253,0.111111111111,0.111111111111,0.346846846847602
"282.txt",0.104683195592287,0.201612903225806,0.57600000000023,0.7,0.12,0.356756756757432
"283.txt",0.100550964187328,0.0806451612903226,0.240000000000096,0.6,0,0.267567567568074
"284.txt",0.137741046831956,0.0703812316716129,0.5000000000006,0.5,0.208333333333,0.520270270272741
"285.txt",0.178298132842975,0.0414746543777419,0.266666666666507,0.285714285714,0.166666666667,0.693693693696988
"286.txt",0.107438016528926,0.0672043010751613,0.480000000000192,0.454545454545,0.2,0.249729729730202
"287.txt",0.0981404958677686,0.0645161290322581,0.07500000000003,0.166666666667,0.0625,0.362331081081767
"288.txt",0.115417497862672,0.0492359932087097,0.372413793103349,0.333333333333,0.0689655172414,0.522833178005043
"289.txt",0.103633739997383,0.225806451612903,0.39999999999976,0.363636363636,0.190476190476,0.382239382240169
"29.txt",0.132843587388981,0.0691244239632258,0.533333333333013,0.56,0.244444444444,0.663963963965716
"290.txt",0.0835629017447658,0.161290322580645,0.560000000000624,0.666666666667,0.133333333333,0.237837837838139
"292.txt",0.117845117845179,0.0645161290322581,0.466666666666987,0.6,0.222222222222,0.173423423423801
"293.txt",0.116219008264463,0.0573476702509677,0.487500000000195,0.578947368421,0.125,0.404138513514278
"30.txt",0.099712540423967,0.148387096774194,0.495652173913398,0.5,0.130434782609,0.281139835488329
"31.txt",0.137741046831956,0.112903225806452,0.514285714285406,0.666666666667,0.571428571429,0.541505791508727
"32.txt",0.128886265249862,0.112903225806452,0.514285714285406,0.571428571429,0.214285714286,0.414092664093256
"33.txt",0.0907838717756198,0.236559139784839,0.763636363637105,1,0.0909090909091,0.425675675676278
"34.txt",0.141915017947658,0.0532258064516129,0.327272727272531,0.363636363636,0.121212121212,0.662162162164091
"35.txt",0.146506386176309,0.059139784946129,0.272727272727709,0.352941176471,0.227272727273,0.628378378379162
"36.txt",0.0948882767064738,0.0483870967741935,0.39999999999976,0.5,0.111111111111,0.173423423423801
"37.txt",0.103305785123967,0.0752688172041936,0.385714285714954,0.5,0.25,0.207046332046851
"38.txt",0.098297019784573,0.0473118279570968,0.490909090909396,0.4,0.227272727273,0.304054054054548
"39.txt",0.0806768988586777,0.0645161290322581,0.60000000000024,0.714285714286,0,0.222972972973395
"40.txt",0.120210368144215,0.354838709677419,0.654545454546262,0.888888888889,0.181818181818,0.44594594594679
"41.txt",0.173898071625344,0.0516129032258065,0.45000000000018,0.333333333333,0.625,0.390202702703441
"42.txt",0.156106519742424,0.0483870967741935,0.342857142856937,0.5,0.238095238095,0.700772200774164
"43.txt",0.118610345883058,0.580645161290323,0.60000000000024,0.833333333333,0.166666666667,0.569819819821889
"44.txt",0.159489633173554,0.0532959326787097,0.536842105263815,0.48,0.184210526316,0.715860597438787
"45.txt",0.12576356449876,0.0824372759858064,0.521739130435409,0.636363636364,0.347826086957,0.50411280846217
"46.txt",0.106585333858127,0.0521091811412903,0.39999999999976,0.379310344828,0.309523809524,0.148648648648781
"47.txt",0.115618999916529,0.0760368663593548,0.39999999999976,0.47619047619,0.212121212121,0.527027027028835
"48.txt",0.0785934208393939,0.049853372433871,0.352941176470941,0.25,0.117647058824,0.26232114467474
"49.txt",0.0768450050746557,0.0557184750732258,0.442105263158577,0.407407407407,0.105263157895,0.176031294452563
"50.txt",0.0890019071837466,0.838709677419355,0.692307692307877,0.727272727273,0.153846153846,0.394490644491219
"51.txt",0.10043617998168,0.0774193548387097,0.60000000000024,0.727272727273,0.166666666667,0.297297297298008
"52.txt",0.122477849750551,0.0702087286529032,0.421621621621369,0.478260869565,0.540540540541,0.337472607743625
"53.txt",0.104289649744215,0.0752688172041936,0.571428571428229,0.6,0.190476190476,0.382239382240169
"55.txt",0.141184573002755,0.0537634408603226,0.360000000000144,0.384615384615,0.2,0.602027027028166
"56.txt",0.0997435166713499,0.0935483870967742,0.372413793103349,0.588235294118,0.206896551724,0.184529356943376
"57.txt",0.124411268106336,0.0625,0.42580645161257,0.388888888889,0.258064516129,0.575414123804467
"58.txt",0.13394129381584,0.0584677419354839,0.455172413793782,0.588235294118,0.137931034483,0.553588070828345
"59.txt",0.137085137085124,0.0521091811412903,0.342857142856937,0.428571428571,0.428571428571,0.55212355212672
"60.txt",0.0822510822511019,0.051319648093871,0.342857142856937,0.260869565217,0.0857142857143,0.178378378378716
"61.txt",0.155753337571625,0.0381231671554839,0.415384615384966,0.285714285714,0.0384615384615,0.360187110187654
"62.txt",0.127538006325895,0.0870967741935484,0.533333333333013,0.571428571429,0.185185185185,0.545045045045085
"63.txt",0.10434927790303,0.059139784946129,0.363636363636145,0.526315789474,0.212121212121,0.351351351352111
"64.txt",0.180785123966942,0.0430107526880645,0.45000000000018,0.272727272727,0.5625,0.780405405406882
"65.txt",0.105273514364463,0.0903225806451613,0.471428571428589,0.441176470588,0.107142857143,0.286679536680015
"66.txt",0.103305785123967,0.0473118279570968,0.354545454546142,0.294117647059,0.136363636364,0.192567567567851
"67.txt",0.114210284664876,0.0774193548387097,0.39999999999976,0.583333333333,0.375,0.483108108107536
"68.txt",0.114497245179063,0.0397022332506452,0.22500000000009,0.181818181818,0.1875,0.334459459460092
"69.txt",0.0994796449341598,0.0473996050032258,0.35000000000054,0.326923076923,0.180555555556,0.192004504505066
"7.txt",0.122983077528512,0.0645161290322581,0.428571428571771,0.444444444444,0.214285714286,0.382239382240169
"70.txt",0.0953019134837466,0.0628183361629032,0.454054054053782,0.684210526316,0.27027027027,0.30131482834257
"71.txt",0.114384956282231,0.148387096774194,0.57391304347823,0.8,0.130434782609,0.542890716805757
"72.txt",0.087942360669697,0.209677419354839,0.646153846154658,0.666666666667,0,0.411642411643225
"73.txt",0.111884394180992,0.0875576036867742,0.631578947369053,0.75,0.263157894737,0.359886201992303
"74.txt",0.107131925313774,0.108870967741935,0.666666666667467,0.583333333333,0.0740740740741,0.280780780781477
"75.txt",0.0826446280991736,0.0709677419354839,0.163636363636865,0.222222222222,0.0454545454545,0.182432432432818
"76.txt",0.101928374655647,0.0806451612903226,0.480000000000192,0.5,0.2,0.490540540541469
"77.txt",0.120972571565427,0.0674486803519355,0.57391304347823,0.666666666667,0.217391304348,0.44594594594679
"78.txt",0.116149207058264,0.0628183361629032,0.518918918918608,0.652173913043,0.108108108108,0.39773557341205
"79.txt",0.134381509104408,0.0734767025090323,0.614634146341446,0.722222222222,0.243902439024,0.522083058670718
"8.txt",0.0942148760330578,0.0672043010751613,0.432000000000173,0.6,0.12,0.285405405405945
"80.txt",0.0994796449341598,0.0967741935483871,0.444444444444178,0.538461538462,0.111111111111,0.429429429430258
"81.txt",0.179063360881543,0.0665322580645161,0.39999999999976,0.55,0.393939393939,1
"82.txt",0.214876033057851,0.0358422939067742,0.240000000000096,0.222222222222,0.5,0.579729729730827
"83.txt",0.117880709846832,0.0660522273425806,0.669767441861068,0.6,0.209302325581,0.352608422376708
"84.txt",0.105027548209366,0.0645161290322581,0.35000000000054,0.4,0.125,0.278716216216744
"85.txt",0.115932047750275,0.0703812316716129,0.60000000000024,0.727272727273,0.25,0.427364864865525
"86.txt",0.0916838842975207,0.0607210626187097,0.30000000000012,0.391304347826,0.03125,0.222972972973395
"87.txt",0.101543981036639,0.0478309232480645,0.334883720930534,0.366666666667,0.209302325581,0.248900062854147
"88.txt",0.107062359128512,0.354838709677419,0.60000000000024,0.8,0.0454545454545,0.527027027028835
"89.txt",0.13398447282741,0.0709677419354839,0.545454545454218,0.5,0.272727272727,0.527027027028835
"9.txt",0.121671258034848,0.0483870967741935,0,0,0.166666666667,0.44594594594679
"91.txt",0.104597107438017,0.0607210626187097,0.37500000000015,0.380952380952,0.125,0.264780405405906
"92.txt",0.141312111009642,0.0791788856306452,0.577777777777431,0.538461538462,0.222222222222,0.379879879880665
"93.txt",0.101239669421488,0.32258064516129,0.720000000000288,1,0.2,0.289864864865413
"94.txt",0.0817559761841598,0.0909090909090322,0.42580645161257,0.6875,0.0645161290323,0.201394943330895
"95.txt",0.110192837465565,0.0786290322580645,0.39999999999976,0.347826086957,0.153846153846,0.251559251559922
"96.txt",0.104521147301928,0.0609318996416129,0.282352941176513,0.4,0.470588235294,0.18362480127205
"97.txt",0.109304185550551,0.0833333333332258,0.580645161290632,0.4,0.193548387097,0.417175239756789
"98.txt",0.122245179063361,0.0703812316716129,0.20000000000048,0.222222222222,0.0416666666667,0.334459459460092
"99.txt",0.115013774104683,0.0921658986174194,0.420000000000168,0.625,0.35,0.401351351352111
