filename,nwords,MLS,C_S,DC_C,T_S,CT_T,CP_T,CP_C,CN_C
0.txt,0.5888650963597432,0.03643016226534544,0.07459677419354839,0.4216216216213686,0.1,0.458333333333,0.07638888888883333,0.297297297297,0.19284149013895946
10.txt,0.11134903640256959,0.07795100222716562,0.15053763440870968,0.34285714285693714,0.15555555555533335,0.428571428571,0.11904761904766666,0.357142857143,0.1911196911198616
100.txt,0.3147751605995717,0.02545338848243096,0.06451612903225806,0.45000000000018003,0.077777777778,0.5,0.15476190476183332,0.541666666667,0.26013513513547865
101.txt,0.2676659528907923,0.050543157129297175,0.07834101382483871,0.7058823529418824,0.06666666666666667,0.857142857143,0.11904761904766666,0.294117647059,0.41971383147922653
102.txt,0.2633832976445396,0.028125994272981413,0.06129032258064516,0.6315789473690527,0.06666666666666667,0.7,0.03333333333333333,0.105263157895,0.5398293029884538
103.txt,0.33190578158458245,0.03728921412662449,0.08709677419354839,0.5333333333330134,0.09333333333333332,0.5,0.0714285714285,0.222222222222,0.3138138138145397
104.txt,0.37687366167023556,0.024567065133274103,0.05069124423967742,0.3272727272725309,0.07142857142866667,0.266666666667,0.022222222222166663,0.0909090909091,0.6283783783791618
105.txt,0.48608137044967886,0.007423904974094862,0.0442054958183871,0.3567567567565427,0.06172839506173333,0.24,0.019999999999999997,0.0810810810811,0.32542001460994
106.txt,0.5010706638115633,0.03643016226534544,0.06682027649774193,0.4137931034485655,0.07619047619066667,0.5,0.05208333333333333,0.172413793103,0.5997204100677563
107.txt,0.5096359743040686,0.03724830689509409,0.06912442396322581,0.48000000000019205,0.085714285714,0.611111111111,0.037037037036999995,0.133333333333,0.6689189189201845
108.txt,0.2676659528907923,0.024065021837792074,0.07331378299129032,0.5280000000002112,0.078787878788,0.769230769231,0.025641025641,0.08,0.35675675675743174
109.txt,0.26552462526766596,0.03404390709522134,0.09318996415774193,0.692307692307877,0.074074074074,0.8,0.03333333333333333,0.0769230769231,0.2572765072769598
11.txt,0.11777301927194862,0.029271396754686794,0.06989247311838709,0.4615384615381846,0.077777777778,0.285714285714,0.0714285714285,0.230769230769,0.3773388773396599
110.txt,0.5010706638115633,0.029092427616920328,0.07258064516129031,0.46666666666698664,0.0875,0.380952380952,0.047619047618999995,0.166666666667,0.3096846846850724
111.txt,0.32119914346895073,0.042316258352014274,0.10394265232967742,0.49655172413779863,0.074074074074,0.6,0.08333333333333333,0.172413793103,0.3536812674751016
112.txt,0.550321199143469,0.01807769068344905,0.06304985337258065,0.5860465116278344,0.06969696969666667,0.652173913043,0.0434782608695,0.139534883721,0.37335009428121985
113.txt,0.09421841541755889,0.2554883868915002,0.5806451612903225,0.46666666666698664,0.6,0.333333333333,0.037037037036999995,0.111111111111,0.2972972972980084
114.txt,0.23768736616702357,0.04481614472077025,0.08755760368677419,0.44210526315857684,0.095238095238,0.6,0.08333333333333333,0.263157894737,0.3990042674259576
115.txt,0.2505353319057816,0.021982471870976916,0.0703812316716129,0.5499999999998201,0.06666666666666667,0.909090909091,0.0757575757575,0.208333333333,0.44594594594678966
116.txt,0.2826552462526767,0.015567474205752569,0.05529953917064516,0.39999999999976005,0.07619047619066667,0.375,0.07291666666666666,0.291666666667,0.35304054054135714
117.txt,0.32119914346895073,0.09398663697104101,0.14838709677419354,0.6782608695650713,0.06666666666666667,1.0,0.09999999999999999,0.130434782609,0.5428907168057568
118.txt,0.32548179871520344,0.02664651606734984,0.04569892473129032,0.4941176470585976,0.07222222222199999,0.384615384615,0.08974358974366665,0.411764705882,0.5771065182846054
119.txt,0.15417558886509636,0.1566974228444108,0.1935483870967742,0.5000000000006,0.1,1.0,0.27777777777833335,0.416666666667,0.594594594594233
12.txt,0.25481798715203424,0.003650551769179153,0.050933786078064515,0.39999999999976005,0.06315789473686667,0.277777777778,0.0,0.0,0.26756756756807376
120.txt,0.43683083511777304,0.0343376000390648,0.07692307692322581,0.5806451612906323,0.07179487179466666,0.571428571429,0.13095238095233333,0.354838709677,0.4171752397567893
121.txt,0.689507494646681,0.03424485489903935,0.06960950764,0.5853658536590342,0.06666666666666667,0.631578947368,0.061403508771999994,0.170731707317,0.3263019116683065
122.txt,0.3147751605995717,0.2640789055042906,0.3225806451612903,0.60000000000024,0.26666666666666666,0.75,0.0625,0.15,0.6912162162175239
123.txt,0.4068522483940043,0.021217785555195805,0.06653225806451613,0.43636363636337455,0.07916666666666666,0.473684210526,0.03508771929816666,0.121212121212,0.2567567567574317
124.txt,0.09207708779443254,0.02354438434615987,0.043010752688064514,0.30000000000012,0.06666666666666667,0.166666666667,0.0555555555555,0.25,0.6689189189201845
125.txt,0.6209850107066381,0.03911469933184243,0.06451612903225806,0.487500000000195,0.07083333333333333,0.529411764706,0.09803921568633334,0.3125,0.5992398648659986
127.txt,0.03640256959314776,0.0,0.03225806451612903,0.39999999999976005,0.04444444444446667,0.5,0.0555555555555,0.222222222222,0.19819819819837498
128.txt,0.5203426124197003,3.34913006267909e-05,0.038200339558709676,0.159999999999664,0.06842105263133333,0.102564102564,0.017094017094,0.0888888888889,0.21801801801848006
129.txt,0.5588865096359744,0.009840461797225645,0.05299539170516129,0.2608695652177043,0.07380952380933332,0.290322580645,0.03225806451616667,0.130434782609,0.1841950646302539
13.txt,0.10920770877944326,0.01495386573336949,0.07258064516129031,0.20000000000048002,0.09166666666666666,0.181818181818,0.04545454545449999,0.166666666667,0.19819819819837498
130.txt,0.6102783725910065,0.11599472751233929,0.17972350230419354,0.6153846153854462,0.13333333333333333,0.571428571429,0.023809523809499997,0.0512820512821,0.6060291060283087
131.txt,0.06638115631691648,0.03786191536747717,0.08870967741935484,0.3272727272725309,0.11666666666666667,0.428571428571,0.047619047618999995,0.181818181818,0.44594594594678966
132.txt,0.2698072805139186,0.06315622017170897,0.10752688172032258,0.720000000000288,0.06666666666666667,0.833333333333,0.11111111111116667,0.2,0.4013513513521107
133.txt,0.5053533190578159,0.03683923458036294,0.05299539170516129,0.4695652173913878,0.06666666666666667,0.285714285714,0.0714285714285,0.260869565217,0.7755581668628188
134.txt,0.33190578158458245,0.017435571110493275,0.043010752688064514,0.24000000000009603,0.07111111111133334,0.1875,0.07291666666666666,0.35,0.46824324324412914
135.txt,0.3747323340471092,0.03708095913002887,0.08504398826967742,0.49655172413779863,0.07272727272733334,0.583333333333,0.08333333333333333,0.206896551724,0.4920782851817418
136.txt,0.3790149892933619,0.6363347120585405,1.0,0.5806451612906323,1.0,0.6,0.011111111111116666,0.0322580645161,0.316477768091342
137.txt,0.5353319057815846,0.04447000660810718,0.0744416873448387,0.5199999999998081,0.07179487179466666,0.571428571429,0.14285714285716666,0.4,0.4608108108101962
138.txt,0.4668094218415418,0.026228921412656866,0.06048387096774194,0.39999999999976005,0.07916666666666666,0.421052631579,0.03508771929816666,0.133333333333,0.5202702702727411
139.txt,0.2569593147751606,0.03277123767094517,0.07168458781354839,0.660000000000264,0.06666666666666667,0.666666666667,0.24074074074,0.65,0.33445945946009226
14.txt,0.040685224839400416,0.04645243398026756,0.06451612903225806,0.39999999999976005,0.06666666666666667,0.666666666667,0.0,0.0,0.6689189189201845
140.txt,0.3233404710920771,0.016671969455927565,0.04946236559129032,0.3652173913045461,0.07555555555533333,0.294117647059,0.029411764705833333,0.130434782609,0.50411280846217
141.txt,0.2633832976445396,0.04072542157174064,0.06854838709677419,0.5647058823530259,0.06666666666666667,0.75,0.16666666666666666,0.470588235294,0.6558028616846191
142.txt,0.145610278372591,0.012376710149532368,0.05806451612903226,0.46666666666698664,0.08,0.5,0.027777777777833332,0.111111111111,0.22297297297339483
143.txt,0.3940042826552463,0.0299322058788357,0.049627791563225804,0.180000000000072,0.07692307692333333,0.266666666667,0.08888888888883334,0.4,0.6689189189201845
144.txt,0.5974304068522485,0.022998954592898652,0.06451612903225806,0.39999999999976005,0.08253968254,0.461538461538,0.019230769230833333,0.0714285714286,0.4034749034757093
145.txt,0.46466809421841543,0.03720110624332827,0.06451612903225806,0.3692307692305477,0.092307692308,0.444444444444,0.08333333333333333,0.346153846154,0.4802494802490167
146.txt,0.04282655246252677,0.012567610563245384,0.043010752688064514,0.30000000000012,0.06666666666666667,0.333333333333,0.11111111111116667,0.5,0.39020270270344093
147.txt,0.2184154175588865,0.005468501431746774,0.04233870967741935,0.2857142857141143,0.0625,0.266666666667,0.03333333333333333,0.142857142857,0.27606177606246823
148.txt,0.3426124197002141,0.033176177942214655,0.0703812316716129,0.45000000000018003,0.09090909090933333,0.666666666667,0.0444444444445,0.166666666667,0.4831081081075356
149.txt,0.19271948608137046,0.01495386573336949,0.05278592375354839,0.2666666666665067,0.078787878788,0.384615384615,0.038461538461499994,0.166666666667,0.2972972972980084
15.txt,0.3854389721627409,0.051861279032797025,0.0860215053764516,0.5000000000006,0.08888888888866667,0.583333333333,0.08333333333333333,0.25,0.5574324324334871
150.txt,0.6145610278372592,0.0318167356029528,0.055555555555483874,0.4258064516125703,0.074074074074,0.5,0.125,0.483870967742,0.38840453356634297
151.txt,0.2184154175588865,0.011870089821151838,0.05955334987580645,0.45000000000018003,0.07692307692333333,0.533333333333,0.011111111111116666,0.0416666666667,0.27871621621674353
152.txt,0.6509635974304069,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153.txt,0.03426124197002141,0.005954274805676143,0.05529953917064516,0.20000000000048002,0.07619047619066667,0.25,0.0,0.0,0.14864864864878125
154.txt,0.3533190578158458,0.02974864778882615,0.07258064516129031,0.6666666666674667,0.06666666666666667,0.75,0.09722222222216666,0.259259259259,0.4294294294302584
155.txt,0.10278372591006425,0.019044588882399103,0.05529953917064516,0.30000000000012,0.06666666666666667,0.285714285714,0.11904761904766666,0.416666666667,0.2972972972980084
156.txt,0.4710920770877945,0.02984409799553948,0.06451612903225806,0.440000000000576,0.07555555555533333,0.470588235294,0.078431372549,0.266666666667,0.416216216216855
157.txt,0.5824411134903641,0.029430480432828702,0.06272401433677419,0.5142857142854057,0.07037037037066667,0.684210526316,0.08771929824566667,0.285714285714,0.40772200772290657
158.txt,0.40471092077087795,0.023926185173299554,0.05806451612903226,0.5333333333330134,0.08,0.5,0.046296296296333334,0.185185185185,0.4624624624646587
159.txt,0.2676659528907923,0.050543157129297175,0.08755760368677419,0.6947368421054779,0.06666666666666667,0.571428571429,0.14285714285716666,0.315789473684,0.633712660030118
16.txt,0.5738758029978588,0.01769287166779521,0.060308555399677416,0.44651162790737864,0.07826086956533333,0.444444444444,0.049382716049333336,0.186046511628,0.33186675047219544
160.txt,0.6145610278372592,0.020058376793280434,0.05189340813451613,0.29189189189171677,0.063768115942,0.272727272727,0.08333333333333333,0.297297297297,0.42184075967941975
161.txt,0.4389721627408994,0.018771874005625317,0.06810035842290323,0.60000000000024,0.074074074074,0.65,0.024999999999999998,0.0789473684211,0.38726884779608406
162.txt,0.3683083511777302,0.04931594018453102,0.11111111111096775,0.34838709677413937,0.13333333333333333,0.5,0.0555555555555,0.193548387097,0.27332170880589546
163.txt,0.19700214132762311,0.03704377073772852,0.12903225806451613,0.4714285714285886,0.06666666666666667,0.571428571429,0.0,0.0,0.3185328185335486
164.txt,0.16488222698072802,0.10181355392926568,0.16129032258064516,0.720000000000288,0.08888888888866667,1.0,0.08333333333333333,0.133333333333,0.5054054054048751
165.txt,0.2826552462526767,0.043946866051537026,0.10080645161290322,0.5280000000002112,0.09166666666666666,0.636363636364,0.060606060605999997,0.16,0.1427027027029727
166.txt,0.291220556745182,0.05504295259305794,0.0967741935483871,0.6857142857150743,0.07619047619066667,0.875,0.16666666666666666,0.380952380952,0.36100386100462895
167.txt,0.4282655246252676,0.017976455615774854,0.05197132616483871,0.372413793103349,0.074074074074,0.35,0.008333333333333333,0.0344827586207,0.430568499534693
168.txt,0.5888650963597432,0.01856437355608666,0.044880785413870965,0.37500000000015,0.06666666666666667,0.347826086957,0.072463768116,0.3125,0.5156250000009756
169.txt,0.2698072805139186,0.490295895641104,0.9354838709677419,0.744827586206698,0.3333333333333333,0.6,0.06666666666666667,0.0689655172414,0.3229263746509083
17.txt,0.3897216274089936,0.029491666462640984,0.06203473945419355,0.5760000000002304,0.06666666666666667,0.615384615385,0.0641025641025,0.2,0.4637837837846613
170.txt,0.14132762312633834,0.0155902004453644,0.050179211469677416,0.4285714285717714,0.059259259259266665,0.375,0.0625,0.214285714286,0.3822393822401691
171.txt,0.31905781584582443,0.04199809099573046,0.0609318996416129,0.4941176470585976,0.074074074074,0.7,0.06666666666666667,0.235294117647,0.7344992050890924
172.txt,0.19486081370449676,0.18390073178491367,0.27419354838709675,0.9882352941183954,0.06666666666666667,1.0,0.25,0.176470588235,0.5508744038179342
173.txt,0.24625267665952888,0.025835189309570638,0.08064516129032258,0.3360000000001344,0.1,0.333333333333,0.0555555555555,0.2,0.33891891891956016
174.txt,0.3576017130620985,0.019726376073904036,0.05376344086032258,0.48000000000019205,0.07111111111133334,0.375,0.03125,0.12,0.30324324324381696
175.txt,0.46466809421841543,0.0260499522748904,0.056451612903225805,0.3857142857149543,0.07916666666666666,0.421052631579,0.026315789473666668,0.107142857143,0.5415057915087272
176.txt,0.4346895074946467,0.03881641743546954,0.06182795698935484,0.41739130434856697,0.077777777778,0.285714285714,0.10714285714283334,0.391304347826,0.6204465334929307
177.txt,0.24411134903640258,0.07336939230034409,0.1096774193548387,0.4941176470585976,0.13333333333333333,0.7,0.049999999999999996,0.176470588235,0.4984101748801322
178.txt,0.5289079229122057,0.06363347120584832,0.08064516129032258,0.5280000000002112,0.08,0.5,0.11111111111116667,0.32,0.7135135135148635
179.txt,0.4261241970021414,0.04988864142538371,0.07741935483870967,0.60000000000024,0.08,0.666666666667,0.08333333333333333,0.25,0.5202702702727411
18.txt,0.4603854389721627,0.025692013999357468,0.0625,0.4258064516125703,0.08333333333333333,0.4,0.075,0.290322580645,0.2589363557108953
180.txt,0.36402569593147754,0.19058224626143297,0.25806451612903225,0.60000000000024,0.13333333333333333,1.0,0.0555555555555,0.0833333333333,0.5388513513508844
181.txt,0.7880085653104926,0.038005090677690354,0.06935483870967742,0.5860465116278344,0.07666666666666666,0.695652173913,0.13768115942033332,0.441860465116,0.33186675047219544
182.txt,0.5546038543897217,0.10535884732503407,0.15668202764967742,0.60000000000024,0.15238095238066668,0.625,0.09375,0.264705882353,0.4984101748801322
183.txt,0.4668094218415418,0.1070633153039396,0.18817204301064513,0.6514285714286606,0.11111111111133333,0.7,0.11666666666666665,0.2,0.3822393822401691
184.txt,0.43683083511777304,0.0390550429526824,0.09946236559129032,0.3891891891889557,0.08333333333333333,0.4,0.07777777777783333,0.189189189189,0.30131482834257006
185.txt,0.2226980728051392,0.05265669742293384,0.11290322580645161,0.22857142857129145,0.13333333333333333,0.25,0.041666666666666664,0.142857142857,0.1911196911198616
186.txt,0.12205567451820128,0.01710149538656708,0.05241935483870967,0.18461538461527385,0.09166666666666666,0.181818181818,0.060606060605999997,0.307692307692,0.34303534303609495
187.txt,0.4518201284796574,0.017515950231905938,0.05942275042451613,0.4457142857149783,0.07368421052600001,0.571428571429,0.0396825396825,0.142857142857,0.2420849420853364
188.txt,0.7901498929336189,0.04486159719999393,0.06272401433677419,0.5142857142854057,0.07037037037066667,0.631578947368,0.13157894736849998,0.428571428571,0.3949806949813149
19.txt,0.13490364025695933,0.309895004772506,0.5806451612903225,0.39999999999976005,0.8,0.5,0.0,0.0,0.24774774774841468
190.txt,0.5867237687366168,0.02974864778882615,0.06272401433677419,0.6171428571434469,0.07037037037066667,0.684210526316,0.052631578947333335,0.171428571429,0.5733590733582469
191.txt,0.2248394004282655,0.4301622653515713,0.7419354838709677,0.7304347826090922,0.06666666666666667,1.0,0.8333333333333333,0.217391304348,0.4653349001185831
192.txt,0.7216274089935761,0.03356665606108199,0.05967741935483871,0.5513513513510205,0.06333333333333332,0.526315789474,0.08771929824566667,0.27027027027,0.4338933528131047
193.txt,0.20985010706638113,0.013760738148164264,0.05913978494612903,0.49090909090939633,0.077777777778,0.428571428571,0.011904761904766666,0.0454545454545,0.18243243243281812
194.txt,0.03640256959314776,0.07795100222716562,0.14516129032258063,0.6666666666674667,0.13333333333333333,1.0,0.041666666666666664,0.111111111111,0.39639639639719587
195.txt,0.6038543897216275,0.023408026907916154,0.07219662058387097,0.45957446808498387,0.08253968254,0.538461538462,0.08974358974366665,0.297872340426,0.21822886716560208
196.txt,0.411134903640257,0.03169436354304188,0.08188585607935484,0.7272727272734909,0.06666666666666667,0.615384615385,0.07692307692299999,0.181818181818,0.2837837837844828
197.txt,0.537473233404711,0.032134902958950246,0.07056451612903225,0.34285714285693714,0.09583333333333333,0.304347826087,0.0797101449275,0.314285714286,0.2930501930508112
198.txt,0.27194860813704497,0.02458565932942428,0.04985337243387097,0.3529411764709412,0.07272727272733334,0.5,0.09722222222216666,0.411764705882,0.3147853736094199
199.txt,0.40899357601713066,0.02139675469296227,0.06048387096774194,0.360000000000144,0.07083333333333333,0.352941176471,0.0,0.0,0.38648648648736633
20.txt,0.284796573875803,0.026147571804607233,0.0703812316716129,0.35000000000054,0.09696969697,0.5625,0.020833333333333332,0.0833333333333,0.2972972972980084
200.txt,0.4989293361884369,0.023226216990162415,0.06810035842290323,0.3789473684209516,0.07037037037066667,0.368421052632,0.061403508771999994,0.184210526316,0.28165007112410045
201.txt,0.537473233404711,0.017296734446000748,0.04105571847516129,0.3857142857149543,0.06363636363633333,0.190476190476,0.047619047618999995,0.214285714286,0.5255791505795079
202.txt,0.5310492505353319,0.025612472160286514,0.07347670250903225,0.6146341463414459,0.074074074074,0.55,0.06666666666666667,0.19512195122,0.3154251812795562
204.txt,0.4282655246252676,0.05822462615331886,0.1469534050180645,0.5560975609754224,0.09629629629599999,0.769230769231,0.08974358974366665,0.170731707317,0.2501647989457166
205.txt,0.12205567451820128,0.030225898822679165,0.07526881720419355,0.17142857142846857,0.13333333333333333,0.25,0.06944444444449999,0.357142857143,0.1592664092667743
206.txt,0.4925053533190578,0.012961861417397472,0.05049088359032258,0.23333333333289333,0.06956521739133333,0.208333333333,0.08333333333333333,0.333333333333,0.3592342342351121
207.txt,0.38329764453961457,0.03308940502694262,0.08064516129032258,0.5199999999998081,0.09444444444466667,0.588235294118,0.019607843137333332,0.0666666666667,0.3270270270274971
208.txt,0.22055674518201285,0.01495386573336949,0.056451612903225805,0.4571428571425829,0.07222222222199999,0.384615384615,0.07692307692299999,0.285714285714,0.16988416988432142
209.txt,0.16702355460385437,0.35284759783645786,0.1935483870967742,0.39999999999976005,0.4,0.333333333333,0.16666666666666666,1.0,0.8918918918935793
21.txt,0.663811563169165,0.4974546611517626,0.08064516129032258,0.24000000000009603,0.06666666666666667,0.5,0.25,0.6,0.7135135135148635
210.txt,0.41755888650963596,0.15526566974227907,0.21774193548387097,0.80000000000072,0.15,0.888888888889,0.09259259259266667,0.185185185185,0.5615615615629543
211.txt,0.9635974304068524,0.04974546611517054,0.11612903225806452,0.60000000000024,0.10333333333333333,0.774193548387,0.021505376344166664,0.0555555555556,0.34684684684760214
212.txt,0.21413276231263384,0.0653515749284064,0.11612903225806452,0.60000000000024,0.13333333333333333,0.6,0.08333333333333333,0.277777777778,0.24774774774841468
215.txt,0.24411134903640258,0.07336939230034409,0.12903225806451613,0.660000000000264,0.06666666666666667,1.0,0.09999999999999999,0.15,0.3121621621627527
216.txt,0.24411134903640258,0.07336939230034409,0.1096774193548387,0.9882352941183954,0.09333333333333332,0.714285714286,0.047619047618999995,0.117647058824,0.6295707472179479
217.txt,0.09421841541755889,0.005504295259300063,0.038709677419354833,0.30000000000012,0.08,0.25,0.027777777777833332,0.166666666667,0.2972972972980084
219.txt,0.5995717344753748,0.03732500795417777,0.07258064516129031,0.39999999999976005,0.075,0.5,0.0555555555555,0.166666666667,0.5078828828843392
22.txt,0.15417558886509636,0.010268128308106968,0.0703812316716129,0.2499999999997,0.078787878788,0.307692307692,0.012820512820516668,0.0416666666667,0.11148648648669741
220.txt,0.1905781584582441,0.11326757874631953,0.21505376344096774,0.660000000000264,0.06666666666666667,1.0,0.11111111111116667,0.1,0.3790540540547712
221.txt,0.40471092077087795,0.016226535157359317,0.043010752688064514,0.30000000000012,0.074074074074,0.2,0.041666666666666664,0.208333333333,0.5016891891901384
222.txt,0.2569593147751606,0.013113040316220254,0.04838709677419355,0.34285714285693714,0.06666666666666667,0.357142857143,0.0714285714285,0.285714285714,0.1911196911198616
223.txt,0.25910064239828695,0.01924912503976468,0.05376344086032258,0.24000000000009603,0.08888888888866667,0.1875,0.0625,0.3,0.33445945946009226
225.txt,0.8029978586723769,0.06526976046534562,0.12211981566806451,0.792452830189517,0.07142857142866667,0.733333333333,0.12222222222216667,0.207547169811,0.33656297807301516
226.txt,0.40042826552462524,0.04645243398026756,0.1096774193548387,0.4941176470585976,0.09333333333333332,0.642857142857,0.15476190476183332,0.382352941176,0.24920508744095796
227.txt,0.5653104925053534,0.12901686286976854,0.22043010752677417,0.6731707317074693,0.222222222222,0.7,0.024999999999999998,0.0731707317073,0.4024390243908965
228.txt,0.2633832976445396,0.06172446706957724,0.11290322580645161,0.5142857142854057,0.11111111111133333,0.7,0.049999999999999996,0.142857142857,0.3822393822401691
229.txt,0.04282655246252677,0.18676423798917713,0.3225806451612903,0.48000000000019205,0.06666666666666667,1.0,0.3333333333333333,0.2,0.4013513513521107
23.txt,0.43254817987152033,0.09942729875914158,0.13440860215064518,0.4320000000001728,0.15555555555533335,0.5,0.023809523809499997,0.08,0.517297297298276
